"discipline","focal_game","next_game","focal_team_one_points","focal_team_two_points","final_score_diff","predictor","n_matches","mean_momentum","predictor_label"
"MS",2,3,21,18,3,"excess_max_streak_momentum",76,-0.583684210526316,"Excess maximum-streak momentum"
"MS",2,3,21,18,3,"excess_streak_bonus_momentum",76,-0.522308390204936,"Excess streak-bonus momentum"
"MS",2,3,21,19,2,"excess_late_game_momentum",56,0.314857142857143,"Excess late-game momentum"
"MS",2,3,21,19,2,"excess_max_streak_momentum",56,0.00514285714285715,"Excess maximum-streak momentum"
"MS",2,3,21,19,2,"excess_streak_bonus_momentum",56,-0.0505944706465339,"Excess streak-bonus momentum"
"MS",2,3,21,23,-2,"excess_late_game_momentum",22,-2.13527272727273,"Excess late-game momentum"
"MS",2,3,21,23,-2,"excess_max_streak_momentum",22,-0.222181818181818,"Excess maximum-streak momentum"
"MS",2,3,21,23,-2,"excess_streak_bonus_momentum",22,0.000767253348895031,"Excess streak-bonus momentum"
"MS",2,3,22,20,2,"excess_late_game_momentum",35,0.886857142857143,"Excess late-game momentum"
"MS",2,3,22,20,2,"excess_max_streak_momentum",35,0.249714285714286,"Excess maximum-streak momentum"
"MS",2,3,22,20,2,"excess_streak_bonus_momentum",35,0.0724041379958817,"Excess streak-bonus momentum"
