"tournament","city","country","date","tournament_type","discipline","round","winner","nb_sets","retired","game_1_score","game_2_score","game_3_score","team_one_players","team_two_players","team_one_nationalities","team_two_nationalities","team_one_total_points","team_two_total_points","team_one_most_consecutive_points","team_two_most_consecutive_points","team_one_game_points","team_two_game_points","team_one_most_consecutive_points_game_1","team_two_most_consecutive_points_game_1","team_one_game_points_game_1","team_two_game_points_game_1","game_1_scores","team_one_most_consecutive_points_game_2","team_two_most_consecutive_points_game_2","team_one_game_points_game_2","team_two_game_points_game_2","game_2_scores","team_one_most_consecutive_points_game_3","team_two_most_consecutive_points_game_3","team_one_game_points_game_3","team_two_game_points_game_3","game_3_scores","team_one_pre_match_elo","team_two_pre_match_elo","team_one_pre_match_weighted_elo","team_two_pre_match_weighted_elo"
"VICTOR China Open 2018","Changzhou","China","18-09-2018","HSBC BWF World Tour Super 1000","WS","Round of 32",2,3,"False","16-21","21-18","20-22","Chia Hsin Lee","Evgeniya Kosetskaya","TPE","RUS",57,61,4,4,1,5,4,4,0,1,"['0-0', '0-1', '0-2', '0-3', '1-3', '2-3', '3-3', '4-3', '4-4', '4-5', '4-6', '4-7', '5-7', '5-8', '5-9', '5-10', '6-10', '6-11', '6-12', '7-12', '7-13', '8-13', '8-14', '9-14', '10-14', '10-15', '11-15', '11-16', '12-16', '13-16', '13-17', '13-18', '14-18', '15-18', '15-19', '16-19', '16-20', '16-21']",4,4,1,0,"['0-0', '0-1', '0-2', '1-2', '2-2', '3-2', '3-3', '4-3', '5-3', '5-4', '6-4', '7-4', '8-4', '9-4', '9-5', '10-5', '10-6', '11-6', '11-7', '11-8', '11-9', '11-10', '12-10', '12-11', '13-11', '13-12', '14-12', '14-13', '14-14', '15-14', '15-15', '15-16', '16-16', '17-16', '17-17', '18-17', '19-17', '19-18', '20-18', '21-18']",3,4,0,4,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '2-4', '2-5', '3-5', '4-5', '4-6', '5-6', '6-6', '6-7', '7-7', '7-8', '8-8', '8-9', '9-9', '9-10', '9-11', '10-11', '10-12', '11-12', '12-12', '12-13', '13-13', '13-14', '13-15', '14-15', '14-16', '15-16', '15-17', '16-17', '17-17', '17-18', '17-19', '17-20', '18-20', '19-20', '20-20', '20-21', '20-22']",1364.64183594927,1336.25753990913,1346.48783114817,1311.29627661802
"VICTOR China Open 2018","Changzhou","China","18-09-2018","HSBC BWF World Tour Super 1000","WS","Round of 32",2,3,"False","21-23","21-12","15-21","Jin Wei Goh","Akane Yamaguchi","MAS","JPN",57,56,5,7,2,4,3,3,1,2,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '3-3', '4-3', '5-3', '5-4', '5-5', '5-6', '6-6', '6-7', '6-8', '6-9', '7-9', '7-10', '7-11', '8-11', '9-11', '9-12', '9-13', '10-13', '11-13', '12-13', '12-14', '13-14', '13-15', '13-16', '14-16', '15-16', '15-17', '16-17', '17-17', '17-18', '17-19', '18-19', '19-19', '19-20', '20-20', '21-20', '21-21', '21-22', '21-23']",4,2,1,0,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '3-3', '4-3', '4-4', '5-4', '5-5', '6-5', '7-5', '7-6', '7-7', '8-7', '9-7', '10-7', '11-7', '11-8', '11-9', '12-9', '13-9', '13-10', '14-10', '14-11', '15-11', '16-11', '17-11', '18-11', '18-12', '19-12', '20-12', '21-12']",2,7,0,2,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '4-2', '4-3', '5-3', '5-4', '6-4', '6-5', '7-5', '7-6', '8-6', '9-6', '9-7', '9-8', '10-8', '11-8', '11-9', '11-10', '11-11', '11-12', '11-13', '11-14', '11-15', '12-15', '13-15', '13-16', '14-16', '14-17', '14-18', '14-19', '14-20', '15-20', '15-21']",1526.47342646568,1752.13354015974,1538.97606078381,1792.65167805319
"VICTOR China Open 2018","Changzhou","China","19-09-2018","HSBC BWF World Tour Super 1000","WS","Round of 32",2,2,"False","17-21","16-21","","Tzu Ying Tai","Fangjie Gao","TPE","CHN",33,42,4,6,0,5,3,4,0,2,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '3-3', '3-4', '3-5', '4-5', '4-6', '4-7', '4-8', '5-8', '6-8', '6-9', '6-10', '6-11', '7-11', '7-12', '8-12', '9-12', '9-13', '9-14', '9-15', '9-16', '10-16', '10-17', '11-17', '12-17', '13-17', '13-18', '14-18', '15-18', '15-19', '16-19', '16-20', '17-20', '17-21']",4,6,0,3,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '3-3', '4-3', '5-3', '5-4', '6-4', '7-4', '7-5', '7-6', '8-6', '8-7', '8-8', '9-8', '10-8', '11-8', '12-8', '12-9', '12-10', '12-11', '12-12', '12-13', '12-14', '13-14', '13-15', '13-16', '13-17', '14-17', '14-18', '14-19', '14-20', '15-20', '16-20', '16-21']",,,,,"[]",1919.86017421405,1709.37820207208,1977.52411661741,1745.4322133481
"VICTOR China Open 2018","Changzhou","China","19-09-2018","HSBC BWF World Tour Super 1000","WS","Round of 32",1,2,"False","21-12","21-13","","Nozomi Okuhara","Michelle Li","JPN","CAN",42,25,6,4,4,0,6,4,2,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '5-1', '5-2', '6-2', '6-3', '7-3', '7-4', '8-4', '9-4', '9-5', '10-5', '10-6', '11-6', '12-6', '13-6', '13-7', '13-8', '13-9', '13-10', '14-10', '15-10', '16-10', '17-10', '18-10', '19-10', '19-11', '20-11', '20-12', '21-12']",4,2,2,0,"['0-0', '1-0', '1-1', '2-1', '3-1', '4-1', '4-2', '4-3', '5-3', '6-3', '6-4', '6-5', '7-5', '7-6', '8-6', '8-7', '9-7', '9-8', '10-8', '11-8', '11-9', '12-9', '12-10', '13-10', '14-10', '15-10', '16-10', '16-11', '17-11', '18-11', '18-12', '19-12', '20-12', '20-13', '21-13']",,,,,"[]",1797.28865883631,1549.03804744222,1865.5841466174,1553.71459436773
"VICTOR China Open 2018","Changzhou","China","19-09-2018","HSBC BWF World Tour Super 1000","WS","Round of 32",2,3,"False","21-9","16-21","16-21","Ratchanok Intanon","Beiwen Zhang","THA","USA",53,51,5,4,1,3,5,3,1,0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '3-3', '4-3', '5-3', '6-3', '7-3', '7-4', '8-4', '9-4', '10-4', '11-4', '11-5', '12-5', '13-5', '14-5', '14-6', '15-6', '16-6', '17-6', '18-6', '19-6', '19-7', '19-8', '19-9', '20-9', '21-9']",5,4,0,2,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '3-3', '3-4', '3-5', '4-5', '4-6', '4-7', '4-8', '4-9', '5-9', '6-9', '6-10', '6-11', '6-12', '7-12', '8-12', '9-12', '9-13', '9-14', '9-15', '9-16', '10-16', '11-16', '12-16', '13-16', '14-16', '14-17', '15-17', '15-18', '15-19', '15-20', '16-20', '16-21']",4,4,0,1,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '1-5', '2-5', '2-6', '3-6', '4-6', '5-6', '5-7', '6-7', '6-8', '7-8', '8-8', '9-8', '9-9', '9-10', '9-11', '9-12', '10-12', '10-13', '10-14', '11-14', '12-14', '13-14', '14-14', '14-15', '14-16', '15-16', '15-17', '15-18', '15-19', '16-19', '16-20', '16-21']",1707.56944303962,1603.55377366136,1733.19678380228,1604.54483420453
"VICTOR China Open 2018","Changzhou","China","19-09-2018","HSBC BWF World Tour Super 1000","WS","Round of 32",1,2,"False","21-18","21-9","","Sayaka Takahashi","Kirsty Gilmour","JPN","SCO",42,27,10,3,4,0,4,3,3,0,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '4-2', '5-2', '5-3', '5-4', '6-4', '6-5', '7-5', '7-6', '7-7', '7-8', '8-8', '9-8', '10-8', '11-8', '11-9', '12-9', '12-10', '12-11', '13-11', '13-12', '14-12', '15-12', '15-13', '15-14', '16-14', '16-15', '17-15', '17-16', '18-16', '19-16', '20-16', '20-17', '20-18', '21-18']",10,3,1,0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '3-3', '4-3', '5-3', '5-4', '5-5', '5-6', '6-6', '7-6', '7-7', '7-8', '8-8', '9-8', '10-8', '11-8', '12-8', '13-8', '14-8', '15-8', '16-8', '17-8', '17-9', '18-9', '19-9', '20-9', '21-9']",,,,,"[]",1795.18871799622,1528.77998477298,1843.90579755072,1536.03524971347
"VICTOR China Open 2018","Changzhou","China","19-09-2018","HSBC BWF World Tour Super 1000","WS","Round of 32",1,3,"False","12-21","21-19","23-21","Gregoria Mariska Tunjung","Xiaoxin Chen","INA","CHN",56,61,6,7,5,1,2,4,0,1,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '1-5', '2-5', '2-6', '2-7', '3-7', '3-8', '4-8', '4-9', '4-10', '4-11', '5-11', '6-11', '6-12', '7-12', '7-13', '8-13', '8-14', '9-14', '9-15', '10-15', '10-16', '11-16', '11-17', '11-18', '12-18', '12-19', '12-20', '12-21']",6,7,1,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '4-2', '4-3', '4-4', '4-5', '5-5', '6-5', '7-5', '7-6', '7-7', '8-7', '9-7', '10-7', '10-8', '10-9', '10-10', '10-11', '11-11', '12-11', '13-11', '14-11', '15-11', '16-11', '16-12', '16-13', '16-14', '16-15', '16-16', '16-17', '16-18', '17-18', '18-18', '19-18', '19-19', '20-19', '21-19']",4,6,4,0,"['0-0', '1-0', '1-1', '1-2', '1-3', '1-4', '1-5', '1-6', '2-6', '3-6', '3-7', '4-7', '5-7', '6-7', '7-7', '7-8', '7-9', '7-10', '8-10', '8-11', '8-12', '9-12', '10-12', '11-12', '12-12', '12-13', '12-14', '13-14', '14-14', '15-14', '16-14', '16-15', '16-16', '16-17', '17-17', '18-17', '18-18', '19-18', '20-18', '20-19', '20-20', '21-20', '21-21', '22-21', '23-21']",1609.79117427664,1588.85173823158,1642.58388829886,1629.18600551718
"VICTOR China Open 2018","Changzhou","China","19-09-2018","HSBC BWF World Tour Super 1000","WS","Round of 32",1,2,"False","21-14","21-18","","Nitchaon Jindapol","Yanyan Cai","THA","CHN",42,32,4,2,4,0,4,2,3,0,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '4-2', '5-2', '5-3', '5-4', '6-4', '7-4', '7-5', '8-5', '9-5', '10-5', '11-5', '11-6', '12-6', '12-7', '13-7', '13-8', '14-8', '15-8', '15-9', '16-9', '16-10', '16-11', '17-11', '18-11', '19-11', '19-12', '20-12', '20-13', '20-14', '21-14']",4,2,1,0,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '2-4', '3-4', '3-5', '3-6', '4-6', '4-7', '5-7', '6-7', '6-8', '6-9', '7-9', '7-10', '8-10', '8-11', '9-11', '9-12', '10-12', '11-12', '12-12', '12-13', '12-14', '13-14', '14-14', '15-14', '15-15', '15-16', '16-16', '17-16', '17-17', '17-18', '18-18', '19-18', '20-18', '21-18']",,,,,"[]",1604.6105228271,1669.29604676864,1627.1826187381,1705.87560843086
"VICTOR China Open 2018","Changzhou","China","19-09-2018","HSBC BWF World Tour Super 1000","WS","Round of 32",1,2,"False","21-13","21-13","","Carolina Marin","Mia Blichfeldt","ESP","DEN",42,26,12,4,2,0,11,3,1,0,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '2-4', '3-4', '4-4', '5-4', '6-4', '6-5', '6-6', '7-6', '8-6', '8-7', '8-8', '8-9', '9-9', '9-10', '9-11', '9-12', '10-12', '10-13', '11-13', '12-13', '13-13', '14-13', '15-13', '16-13', '17-13', '18-13', '19-13', '20-13', '21-13']",6,4,1,0,"['0-0', '1-0', '1-1', '1-2', '1-3', '1-4', '2-4', '2-5', '3-5', '4-5', '5-5', '6-5', '7-5', '8-5', '8-6', '9-6', '9-7', '9-8', '9-9', '10-9', '11-9', '11-10', '12-10', '13-10', '14-10', '15-10', '15-11', '15-12', '16-12', '17-12', '17-13', '18-13', '19-13', '20-13', '21-13']",,,,,"[]",1799.91819913908,1595.64716606872,1872.91854000503,1623.61194264473
"VICTOR China Open 2018","Changzhou","China","19-09-2018","HSBC BWF World Tour Super 1000","WS","Round of 32",2,2,"False","15-21","12-21","","Soniia Cheah","Pornpawee Chochuwong","MAS","THA",27,42,3,4,0,5,3,4,0,3,"['0-0', '0-1', '0-2', '0-3', '1-3', '2-3', '2-4', '2-5', '3-5', '3-6', '3-7', '4-7', '5-7', '6-7', '6-8', '7-8', '7-9', '7-10', '7-11', '8-11', '9-11', '9-12', '9-13', '9-14', '9-15', '10-15', '11-15', '11-16', '11-17', '11-18', '11-19', '12-19', '13-19', '13-20', '14-20', '15-20', '15-21']",2,4,0,2,"['0-0', '0-1', '0-2', '1-2', '2-2', '2-3', '2-4', '2-5', '3-5', '4-5', '4-6', '5-6', '5-7', '5-8', '6-8', '6-9', '6-10', '6-11', '6-12', '7-12', '8-12', '8-13', '8-14', '9-14', '9-15', '9-16', '9-17', '9-18', '10-18', '10-19', '11-19', '11-20', '12-20', '12-21']",,,,,"[]",1525.16435894435,1533.99857441854,1553.19558775706,1558.04358514397
"VICTOR China Open 2018","Changzhou","China","20-09-2018","HSBC BWF World Tour Super 1000","WS","Round of 16",2,3,"False","23-21","13-21","18-21","Busanan Ongbamrungphan","V. Sindhu Pusarla","THA","IND",54,63,6,6,1,4,3,5,1,2,"['0-0', '1-0', '1-1', '2-1', '3-1', '4-1', '4-2', '5-2', '5-3', '5-4', '5-5', '6-5', '7-5', '8-5', '8-6', '9-6', '9-7', '9-8', '9-9', '10-9', '11-9', '12-9', '12-10', '12-11', '13-11', '13-12', '14-12', '14-13', '15-13', '15-14', '15-15', '15-16', '15-17', '15-18', '16-18', '16-19', '17-19', '18-19', '19-19', '19-20', '20-20', '20-21', '21-21', '22-21', '23-21']",3,6,0,1,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '1-5', '1-6', '1-7', '1-8', '2-8', '3-8', '4-8', '4-9', '5-9', '5-10', '6-10', '6-11', '7-11', '7-12', '7-13', '8-13', '8-14', '9-14', '9-15', '9-16', '10-16', '11-16', '11-17', '11-18', '11-19', '12-19', '13-19', '13-20', '13-21']",6,5,0,1,"['0-0', '1-0', '2-0', '2-1', '2-2', '2-3', '2-4', '3-4', '4-4', '4-5', '4-6', '5-6', '6-6', '6-7', '7-7', '7-8', '7-9', '7-10', '8-10', '9-10', '9-11', '9-12', '9-13', '9-14', '9-15', '10-15', '11-15', '11-16', '12-16', '13-16', '14-16', '15-16', '16-16', '17-16', '17-17', '17-18', '17-19', '18-19', '18-20', '18-21']",1570.53835181034,1785.90090817323,1591.94914735406,1819.57152868477
"VICTOR China Open 2018","Changzhou","China","20-09-2018","HSBC BWF World Tour Super 1000","WS","Round of 16",2,2,"False","18-21","15-21","","Ji Hyun Sung","Yufei Chen","KOR","CHN",33,42,2,4,0,4,2,4,0,2,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '4-2', '4-3', '5-3', '6-3', '6-4', '7-4', '8-4', '8-5', '8-6', '9-6', '9-7', '9-8', '10-8', '11-8', '11-9', '11-10', '11-11', '11-12', '12-12', '12-13', '12-14', '13-14', '13-15', '13-16', '14-16', '15-16', '15-17', '16-17', '16-18', '16-19', '17-19', '17-20', '18-20', '18-21']",2,3,0,2,"['0-0', '0-1', '1-1', '1-2', '1-3', '2-3', '3-3', '3-4', '3-5', '3-6', '4-6', '5-6', '5-7', '5-8', '5-9', '6-9', '6-10', '6-11', '6-12', '7-12', '7-13', '8-13', '9-13', '9-14', '10-14', '11-14', '11-15', '12-15', '12-16', '13-16', '13-17', '13-18', '13-19', '14-19', '14-20', '15-20', '15-21']",,,,,"[]",1646.29759675998,1780.66341511703,1690.65566619384,1832.72986350723
"VICTOR China Open 2018","Changzhou","China","20-09-2018","HSBC BWF World Tour Super 1000","WS","Round of 16",1,2,"False","22-20","21-18","","Fangjie Gao","Nitchaon Jindapol","CHN","THA",43,38,5,5,3,3,5,3,1,3,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '1-5', '2-5', '2-6', '3-6', '3-7', '4-7', '4-8', '5-8', '6-8', '7-8', '7-9', '8-9', '8-10', '9-10', '9-11', '9-12', '9-13', '10-13', '10-14', '11-14', '11-15', '11-16', '12-16', '13-16', '13-17', '14-17', '14-18', '15-18', '16-18', '16-19', '17-19', '17-20', '18-20', '19-20', '20-20', '21-20', '22-20']",5,5,2,0,"['0-0', '0-1', '0-2', '1-2', '2-2', '3-2', '3-3', '3-4', '3-5', '4-5', '5-5', '6-5', '7-5', '8-5', '8-6', '8-7', '8-8', '9-8', '9-9', '10-9', '11-9', '12-9', '12-10', '13-10', '14-10', '15-10', '16-10', '16-11', '17-11', '17-12', '18-12', '18-13', '18-14', '18-15', '18-16', '18-17', '19-17', '20-17', '20-18', '21-18']",,,,,"[]",1764.86050348169,1647.23661571682,1818.40782400843,1683.69124849253
"VICTOR China Open 2018","Changzhou","China","20-09-2018","HSBC BWF World Tour Super 1000","WS","Round of 16",2,2,"False","16-21","15-21","","Evgeniya Kosetskaya","Bingjiao He","RUS","CHN",31,42,4,7,0,2,4,4,0,1,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '1-5', '1-6', '1-7', '2-7', '3-7', '4-7', '5-7', '5-8', '6-8', '7-8', '7-9', '7-10', '7-11', '8-11', '9-11', '9-12', '10-12', '10-13', '11-13', '11-14', '12-14', '12-15', '12-16', '13-16', '13-17', '14-17', '15-17', '15-18', '15-19', '16-19', '16-20', '16-21']",4,7,0,1,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '4-2', '4-3', '4-4', '5-4', '5-5', '6-5', '7-5', '8-5', '9-5', '9-6', '9-7', '9-8', '9-9', '9-10', '9-11', '9-12', '10-12', '11-12', '12-12', '12-13', '12-14', '12-15', '12-16', '13-16', '14-16', '14-17', '14-18', '15-18', '15-19', '15-20', '15-21']",,,,,"[]",1375.19209065467,1788.44006198954,1354.56899180334,1851.85432772821
"VICTOR China Open 2018","Changzhou","China","20-09-2018","HSBC BWF World Tour Super 1000","WS","Round of 16",2,2,"False","21-23","20-22","","Beiwen Zhang","Gregoria Mariska Tunjung","USA","INA",41,45,11,7,2,4,6,6,1,3,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '3-3', '4-3', '5-3', '6-3', '7-3', '8-3', '9-3', '9-4', '9-5', '9-6', '9-7', '9-8', '9-9', '10-9', '10-10', '10-11', '11-11', '11-12', '11-13', '12-13', '13-13', '13-14', '13-15', '14-15', '15-15', '15-16', '15-17', '15-18', '16-18', '17-18', '18-18', '18-19', '18-20', '19-20', '20-20', '21-20', '21-21', '21-22', '21-23']",11,4,1,1,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '1-5', '1-6', '2-6', '3-6', '4-6', '5-6', '6-6', '7-6', '8-6', '9-6', '10-6', '11-6', '12-6', '12-7', '12-8', '12-9', '12-10', '13-10', '14-10', '14-11', '15-11', '16-11', '16-12', '17-12', '17-13', '17-14', '17-15', '18-15', '18-16', '18-17', '18-18', '18-19', '19-19', '20-19', '20-20', '20-21', '20-22']",,,,,"[]",1650.0206364673,1643.62412992629,1657.1260167031,1679.71091615746
"VICTOR China Open 2018","Changzhou","China","20-09-2018","HSBC BWF World Tour Super 1000","WS","Round of 16",1,3,"False","21-16","14-21","21-9","Carolina Marin","Sayaka Takahashi","ESP","JPN",56,46,6,7,2,1,6,6,1,0,"['0-0', '0-1', '0-2', '0-3', '0-4', '0-5', '0-6', '1-6', '2-6', '2-7', '3-7', '4-7', '5-7', '6-7', '7-7', '8-7', '8-8', '9-8', '10-8', '10-9', '11-9', '11-10', '12-10', '12-11', '12-12', '13-12', '14-12', '15-12', '15-13', '16-13', '16-14', '17-14', '18-14', '18-15', '19-15', '19-16', '20-16', '21-16']",4,7,0,1,"['0-0', '0-1', '1-1', '1-2', '1-3', '2-3', '3-3', '3-4', '3-5', '3-6', '3-7', '4-7', '5-7', '6-7', '7-7', '7-8', '7-9', '7-10', '7-11', '7-12', '7-13', '7-14', '8-14', '8-15', '8-16', '9-16', '10-16', '11-16', '12-16', '12-17', '13-17', '13-18', '14-18', '14-19', '14-20', '14-21']",5,1,1,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '4-2', '4-3', '5-3', '5-4', '6-4', '7-4', '7-5', '8-5', '8-6', '9-6', '10-6', '10-7', '11-7', '12-7', '13-7', '13-8', '14-8', '15-8', '16-8', '17-8', '18-8', '18-9', '19-9', '20-9', '21-9']",1816.89537044289,1807.9666781402,1891.04013216056,1857.54791820503
"VICTOR China Open 2018","Changzhou","China","20-09-2018","HSBC BWF World Tour Super 1000","WS","Round of 16",1,2,"False","21-9","22-20","","Nozomi Okuhara","Pornpawee Chochuwong","JPN","THA",43,29,5,4,3,0,5,2,1,0,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '5-1', '6-1', '7-1', '8-1', '8-2', '9-2', '9-3', '9-4', '10-4', '10-5', '11-5', '11-6', '12-6', '12-7', '13-7', '14-7', '14-8', '15-8', '16-8', '17-8', '18-8', '19-8', '19-9', '20-9', '21-9']",5,4,2,0,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '3-3', '3-4', '4-4', '4-5', '5-5', '5-6', '5-7', '6-7', '7-7', '7-8', '7-9', '7-10', '7-11', '8-11', '9-11', '10-11', '11-11', '12-11', '12-12', '12-13', '12-14', '12-15', '13-15', '14-15', '15-15', '16-15', '16-16', '16-17', '17-17', '17-18', '18-18', '19-18', '19-19', '20-19', '20-20', '21-20', '22-20']",,,,,"[]",1811.20247643641,1569.08340265945,1879.05319421554,1604.34493415236
"VICTOR China Open 2018","Changzhou","China","20-09-2018","HSBC BWF World Tour Super 1000","WS","Round of 16",2,3,"False","21-18","14-21","17-21","Aya Ohori","Akane Yamaguchi","JPN","JPN",52,60,4,6,1,5,4,3,1,0,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '3-3', '4-3', '4-4', '4-5', '4-6', '5-6', '5-7', '6-7', '7-7', '7-8', '8-8', '8-9', '9-9', '10-9', '11-9', '12-9', '12-10', '12-11', '12-12', '13-12', '14-12', '14-13', '15-13', '16-13', '16-14', '17-14', '17-15', '18-15', '19-15', '19-16', '19-17', '19-18', '20-18', '21-18']",4,6,0,4,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '4-2', '4-3', '4-4', '4-5', '4-6', '4-7', '4-8', '5-8', '5-9', '5-10', '5-11', '5-12', '6-12', '6-13', '6-14', '6-15', '6-16', '7-16', '8-16', '9-16', '10-16', '10-17', '10-18', '11-18', '11-19', '11-20', '12-20', '13-20', '14-20', '14-21']",3,4,0,1,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '2-4', '3-4', '3-5', '3-6', '4-6', '4-7', '4-8', '5-8', '6-8', '6-9', '7-9', '8-9', '9-9', '9-10', '9-11', '10-11', '10-12', '10-13', '11-13', '11-14', '12-14', '13-14', '13-15', '14-15', '15-15', '16-15', '16-16', '16-17', '16-18', '16-19', '17-19', '17-20', '17-21']",1689.12086120553,1767.56549340819,1734.38655166724,1807.3188434178
"VICTOR China Open 2018","Changzhou","China","21-09-2018","HSBC BWF World Tour Super 1000","WS","Quarter final",2,2,"False","19-21","16-21","","Bingjiao He","Akane Yamaguchi","CHN","JPN",35,42,4,4,0,3,3,3,0,2,"['0-0', '0-1', '0-2', '1-2', '1-3', '2-3', '2-4', '3-4', '4-4', '5-4', '5-5', '6-5', '7-5', '7-6', '7-7', '7-8', '8-8', '8-9', '8-10', '8-11', '9-11', '10-11', '10-12', '11-12', '11-13', '12-13', '12-14', '13-14', '14-14', '15-14', '15-15', '15-16', '16-16', '17-16', '17-17', '18-17', '18-18', '18-19', '18-20', '19-20', '19-21']",4,3,0,1,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '2-4', '2-5', '3-5', '3-6', '4-6', '4-7', '5-7', '6-7', '7-7', '8-7', '8-8', '8-9', '9-9', '9-10', '10-10', '11-10', '12-10', '12-11', '12-12', '12-13', '13-13', '13-14', '14-14', '14-15', '14-16', '14-17', '15-17', '15-18', '16-18', '16-19', '16-20', '16-21']",,,,,"[]",1794.54566495984,1795.57270645407,1856.86389189472,1838.76014422379
"VICTOR China Open 2018","Changzhou","China","21-09-2018","HSBC BWF World Tour Super 1000","WS","Quarter final",2,2,"False","10-21","22-24","","Fangjie Gao","Carolina Marin","CHN","ESP",32,45,5,8,2,3,2,8,0,1,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '3-3', '3-4', '4-4', '4-5', '4-6', '5-6', '6-6', '6-7', '6-8', '6-9', '6-10', '6-11', '6-12', '6-13', '6-14', '7-14', '8-14', '8-15', '8-16', '8-17', '8-18', '9-18', '9-19', '10-19', '10-20', '10-21']",5,5,2,2,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '2-4', '3-4', '3-5', '4-5', '4-6', '4-7', '5-7', '6-7', '6-8', '6-9', '6-10', '6-11', '6-12', '7-12', '8-12', '9-12', '10-12', '11-12', '11-13', '12-13', '13-13', '13-14', '13-15', '13-16', '13-17', '14-17', '14-18', '15-18', '16-18', '17-18', '18-18', '19-18', '19-19', '20-19', '20-20', '21-20', '21-21', '21-22', '22-22', '22-23', '22-24']",,,,,"[]",1789.11798115972,1851.97041573586,1847.13447428313,1927.08975715917
"VICTOR China Open 2018","Changzhou","China","21-09-2018","HSBC BWF World Tour Super 1000","WS","Quarter final",1,3,"False","21-11","11-21","21-15","Yufei Chen","V. Sindhu Pusarla","CHN","IND",53,47,5,8,2,1,5,3,1,0,"['0-0', '1-0', '1-1', '2-1', '3-1', '4-1', '4-2', '4-3', '5-3', '6-3', '6-4', '6-5', '7-5', '8-5', '9-5', '10-5', '11-5', '11-6', '11-7', '12-7', '13-7', '14-7', '15-7', '16-7', '16-8', '16-9', '16-10', '17-10', '18-10', '19-10', '19-11', '20-11', '21-11']",4,6,0,1,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '1-5', '1-6', '2-6', '3-6', '4-6', '5-6', '5-7', '6-7', '6-8', '6-9', '6-10', '7-10', '8-10', '8-11', '9-11', '10-11', '10-12', '10-13', '10-14', '10-15', '11-15', '11-16', '11-17', '11-18', '11-19', '11-20', '11-21']",5,4,1,0,"['0-0', '0-1', '0-2', '1-2', '2-2', '2-3', '3-3', '3-4', '4-4', '5-4', '6-4', '7-4', '8-4', '8-5', '8-6', '9-6', '9-7', '10-7', '10-8', '11-8', '12-8', '13-8', '14-8', '14-9', '14-10', '14-11', '14-12', '15-12', '16-12', '17-12', '18-12', '18-13', '18-14', '18-15', '19-15', '20-15', '21-15']",1803.39587140608,1802.06372670984,1860.95122181064,1836.43573349907
